invoice_id,line_number,description,quantity,unit_price,line_total
INV007144,1,Machine Spare Parts,196,540.75,105986.13
INV007145,1,Machine Spare Parts,251,367.05,92129.12
INV007146,1,Office Sofa,9,6153.32,55379.84
INV007147,1,Technical Consulting,4,6401.97,25607.89
INV007148,1,Firewall License,20,1077.31,21546.25
INV007149,1,Office Chairs,28,81.07,2270.01
INV007150,1,Office Desk,20,1700.85,34017.06
INV007151,1,Conference Table,14,1638.81,22943.32
INV007152,1,Technical Consulting,38,937.76,35634.86
INV007153,1,Warehouse Rental,1,15770.96,15770.96
INV007154,1,Firewall License,32,1842.05,58945.72
INV007155,1,Audit Services,10,8539.19,85391.93
INV007156,1,Audit Services,22,1818.94,40016.61
INV007157,1,Network Switch,9,17295.51,155659.62
INV007158,1,Storage Cabinet,12,1590.04,19080.43
INV007159,1,Server Hardware,5,26136.18,130680.91
INV007160,1,Training Services,20,2075.18,41503.64
INV007161,1,27 Inch Monitor,2,13466.75,26933.51
INV007162,1,Assembly Materials,478,477.67,228327.76
INV007163,1,Firewall License,30,945.17,28355.03
INV007164,1,Warehouse Rental,9,1287.67,11589.04
INV007165,1,Electrical Repairs,26,764.85,19886.16
INV007166,1,Electrical Repairs,15,1187.41,17811.2
INV007167,1,Steel Components,444,722.39,320742.79
INV007168,1,Generator Servicing,50,1086.21,54310.37
INV007169,1,Technical Consulting,42,969.29,40710.37
INV007170,1,Courier Services,12,1231.52,14778.18
INV007171,1,Courier Services,36,888.58,31988.74
INV007172,1,Network Switch,6,6849.1,41094.6
INV007173,1,Microsoft 365 License,44,281.27,12375.76
INV007174,1,Freight Charges,21,1210.79,25426.58
INV007175,1,27 Inch Monitor,8,7866.07,62928.55
INV007176,1,Firewall License,42,673.96,28306.27
INV007177,1,Whiteboard Supplies,190,8.24,1565.38
INV007178,1,Transportation Charges,4,11776.3,47105.21
INV007179,1,Printer Paper,125,25.12,3140.54
INV007180,1,Audit Services,34,1358.39,46185.25
INV007181,1,Office Desk,13,3035.96,39467.5
INV007182,1,Steel Components,220,576.73,126879.73
INV007183,1,Audit Services,37,2510.72,92896.72
INV007184,1,Machine Maintenance,11,8744.27,96186.95
INV007185,1,Transportation Charges,48,233.2,11193.72
INV007186,1,Office Sofa,4,10159.61,40638.44
INV007187,1,Transportation Charges,35,367.26,12854.08
INV007188,1,27 Inch Monitor,6,18147.18,108883.07
INV007189,1,Warehouse Rental,33,1001.04,33034.16
INV007190,1,Storage Cabinet,4,5592.9,22371.6
INV007191,1,Dell Laptop,10,6449.11,64491.13
INV007192,1,Warehouse Rental,34,482.33,16399.19
INV007193,1,Conference Table,15,2804.71,42070.65
INV007194,1,Electrical Repairs,50,170.06,8502.89
INV007195,1,Firewall License,45,306.11,13774.85
INV007196,1,27 Inch Monitor,10,3700.22,37002.23
INV007197,1,Storage Cabinet,16,1813.16,29010.49
INV007198,1,Electrical Repairs,6,3172.83,19036.99
INV007199,1,Courier Services,35,1215.83,42554.01
INV007200,1,Office Sofa,5,5430.0,27150.01
INV007201,1,Legal Advisory,46,1444.44,66444.26
INV007202,1,Transportation Charges,42,380.2,15968.54
INV007203,1,Conference Table,2,17247.74,34495.48
INV007204,1,Generator Servicing,45,553.19,24893.65
INV007205,1,Courier Services,50,389.73,19486.31
INV007206,1,ERP Subscription,19,1101.6,20930.32
INV007207,1,Training Services,18,3771.32,67883.72
INV007208,1,Pens and Stationery,67,53.88,3609.7
INV007209,1,Server Hardware,4,7865.96,31463.83
INV007210,1,Office Desk,5,2758.2,13790.98
INV007211,1,Transportation Charges,40,431.34,17253.61
INV007212,1,Network Switch,2,21586.26,43172.53
INV007213,1,Dell Laptop,10,4747.23,47472.33
INV007214,1,Transportation Charges,37,616.73,22818.99
INV007215,1,Steel Components,449,493.49,221574.86
INV007216,1,Technical Consulting,20,3886.44,77728.77
INV007217,1,Cloud Subscription,15,2426.52,36397.84
INV007218,1,ERP Subscription,12,4288.91,51466.88
INV007219,1,Network Switch,10,4870.72,48707.23
INV007220,1,Assembly Materials,203,603.01,122411.66
INV007221,1,Network Switch,8,8625.76,69006.11
INV007222,1,Courier Services,35,507.98,17779.28
INV007223,1,Generator Servicing,36,752.51,27090.36
INV007224,1,Printer Paper,24,97.88,2349.04
INV007225,1,Printer Toner,171,29.79,5094.12
INV007226,1,Pens and Stationery,77,66.76,5140.61
INV007227,1,Hydraulic Pumps,224,1129.97,253113.84
INV007228,1,Database License,28,2658.81,74446.69
INV007229,1,Cloud Subscription,3,13572.65,40717.96
INV007230,1,Transportation Charges,30,1443.44,43303.06
INV007231,1,Network Switch,6,16656.85,99941.12
INV007232,1,Machine Spare Parts,176,606.55,106752.24
INV007233,1,27 Inch Monitor,2,39549.14,79098.27
INV007234,1,Electrical Repairs,14,1486.85,20815.91
INV007235,1,Network Switch,4,23383.75,93535.0
INV007236,1,Office Desk,7,2527.7,17693.91
INV007237,1,Storage Cabinet,19,1801.08,34220.58
INV007238,1,Dell Laptop,4,17313.77,69255.09
INV007239,1,Machine Maintenance,25,1546.72,38667.97
INV007240,1,Training Services,28,3916.45,109660.6
INV007241,1,Courier Services,20,518.78,10375.62
INV007242,1,Legal Advisory,5,8487.69,42438.44
INV007243,1,Printer Toner,69,27.03,1865.39
INV007244,1,Legal Advisory,44,1460.9,64279.47
INV007245,1,Legal Advisory,4,7562.62,30250.47
INV007246,1,Generator Servicing,27,652.64,17621.23
INV007247,1,Keyboard and Mouse,6,7292.31,43753.87
INV007248,1,Office Sofa,20,1555.12,31102.45
INV007249,1,Whiteboard Supplies,83,117.62,9762.43
INV007250,1,Office Chairs,47,245.29,11528.57
INV007251,1,Keyboard and Mouse,9,15358.13,138223.21
INV007252,1,Electrical Repairs,48,386.45,18549.51
INV007253,1,Machine Spare Parts,431,161.54,69624.14
INV007254,1,Storage Cabinet,3,9401.19,28203.56
INV007255,1,Transportation Charges,7,3909.61,27367.28
INV007256,1,Electrical Repairs,30,851.54,25546.28
INV007257,1,Training Services,39,1205.92,47030.72
INV007258,1,Office Chairs,71,64.64,4589.78
INV007259,1,Assembly Materials,158,535.7,84640.47
INV007260,1,Transportation Charges,24,1112.45,26698.84
INV007261,1,Assembly Materials,244,484.28,118164.36
INV007262,1,Freight Charges,39,352.13,13733.04
INV007263,1,Storage Cabinet,15,1241.72,18625.77
INV007264,1,HVAC Servicing,26,916.13,23819.4
INV007265,1,Transportation Charges,42,772.01,32424.54
INV007266,1,Machine Spare Parts,128,675.27,86434.52
INV007267,1,Microsoft 365 License,37,792.24,29312.98
INV007268,1,Audit Services,50,484.09,24204.72
INV007269,1,Machine Maintenance,36,322.95,11626.37
INV007270,1,Dell Laptop,6,23642.43,141854.6
INV007271,1,Printer Toner,149,12.8,1906.65
INV007272,1,Printer Toner,48,61.1,2932.92
INV007273,1,Transportation Charges,18,2415.78,43483.96
INV007274,1,Machine Maintenance,1,10952.4,10952.4
INV007275,1,Database License,41,1122.19,46009.7
INV007276,1,Courier Services,35,1091.98,38219.37
INV007277,1,Freight Charges,31,276.46,8570.39
INV007278,1,Office Sofa,7,6035.06,42245.43
INV007279,1,Training Services,35,1425.01,49875.22
INV007280,1,Hydraulic Pumps,424,281.76,119468.11
INV007281,1,27 Inch Monitor,7,5142.14,35995.0
INV007282,1,Conference Table,12,2397.26,28767.14
INV007283,1,Pens and Stationery,181,14.58,2639.71
INV007284,1,Generator Servicing,38,235.13,8935.13
INV007285,1,Storage Cabinet,18,767.42,13813.65
INV007286,1,Training Services,2,9404.93,18809.86
INV007287,1,Courier Services,12,1439.46,17273.55
INV007288,1,Server Hardware,10,9454.54,94545.38
INV007289,1,Microsoft 365 License,12,1663.31,19959.74
INV007290,1,Freight Charges,27,3157.41,85250.05
INV007291,1,Steel Components,468,103.17,48284.2
INV007292,1,Courier Services,13,1832.75,23825.69
INV007293,1,Industrial Bearings,193,527.67,101839.55
INV007294,1,Warehouse Rental,28,2215.83,62043.17
INV007295,1,Office Chairs,200,12.54,2508.17
INV007296,1,Training Services,27,2159.4,58303.67
INV007297,1,Assembly Materials,224,416.21,93230.43
INV007298,1,27 Inch Monitor,9,4158.88,37429.93
INV007299,1,Printer Toner,133,16.28,2165.13
INV007300,1,Warehouse Rental,45,715.72,32207.56
INV007301,1,Training Services,35,3350.38,117263.17
INV007302,1,Courier Services,34,1098.32,37342.94
INV007303,1,Network Switch,10,4886.49,48864.88
INV007304,1,Conference Table,10,4712.67,47126.68
INV007305,1,Cloud Subscription,18,2988.98,53801.7
INV007306,1,Training Services,21,6273.74,131748.45
INV007307,1,Steel Components,382,167.58,64016.52
INV007308,1,Transportation Charges,3,11196.79,33590.37
INV007309,1,Training Services,31,1220.55,37837.02
INV007310,1,Hydraulic Pumps,438,335.47,146936.92
INV007311,1,Electrical Repairs,2,8393.21,16786.42
INV007312,1,Legal Advisory,48,830.8,39878.3
INV007313,1,Office Sofa,20,1622.91,32458.15
INV007314,1,HVAC Servicing,20,953.79,19075.88
INV007315,1,Printer Paper,20,231.12,4622.5
INV007316,1,Technical Consulting,19,2072.43,39376.08
INV007317,1,Warehouse Rental,4,7219.18,28876.73
INV007318,1,Warehouse Rental,13,1850.4,24055.2
INV007319,1,Pens and Stationery,157,16.73,2626.35
INV007320,1,Pens and Stationery,132,31.56,4165.69
INV007321,1,Firewall License,10,5197.85,51978.48
INV007322,1,Keyboard and Mouse,4,13031.04,52124.15
INV007323,1,27 Inch Monitor,7,4252.98,29770.84
INV007324,1,Office Sofa,6,3784.56,22707.37
INV007325,1,Office Chairs,107,25.21,2697.42
INV007326,1,Dell Laptop,10,12356.24,123562.44
INV007327,1,Storage Cabinet,20,2287.22,45744.39
INV007328,1,Dell Laptop,7,15838.52,110869.66
INV007329,1,Hydraulic Pumps,141,475.81,67089.31
INV007330,1,Pens and Stationery,195,25.52,4975.56
INV007331,1,Office Sofa,6,3832.39,22994.31
INV007332,1,Office Sofa,14,1848.03,25872.42
INV007333,1,Electrical Repairs,39,523.8,20428.09
INV007334,1,Courier Services,1,16967.56,16967.56
INV007335,1,Machine Maintenance,31,413.04,12804.29
INV007336,1,Firewall License,33,1989.9,65666.74
INV007337,1,Electrical Repairs,43,207.99,8943.47
INV007338,1,Network Switch,10,19399.48,193994.83
INV007339,1,Whiteboard Supplies,71,61.18,4343.6
INV007340,1,Office Chairs,97,14.63,1419.18
INV007341,1,Hydraulic Pumps,422,551.71,232821.28
INV007342,1,Steel Components,234,832.13,194718.06
INV007343,1,Legal Advisory,47,970.99,45636.41
INV007344,1,27 Inch Monitor,4,31172.65,124690.6
INV007345,1,Cloud Subscription,5,6878.36,34391.79
INV007346,1,Assembly Materials,461,259.57,119660.53
INV007347,1,Machine Spare Parts,157,896.48,140747.98
INV007348,1,Steel Components,186,482.17,89682.8
INV007349,1,Hydraulic Pumps,325,460.47,149653.99
INV007350,1,Transportation Charges,9,1749.91,15749.17
INV007351,1,Dell Laptop,3,29128.84,87386.52
INV007352,1,Courier Services,36,549.96,19798.39
INV007353,1,Keyboard and Mouse,1,84385.47,84385.47
INV007354,1,Conference Table,18,2782.38,50082.79
INV007355,1,Training Services,42,510.81,21454.0
INV007356,1,Office Chairs,20,176.98,3539.58
INV007357,1,Training Services,4,9135.64,36542.57
INV007358,1,Technical Consulting,28,3253.05,91085.31
INV007359,1,HVAC Servicing,16,1714.4,27430.36
INV007360,1,Legal Advisory,48,954.34,45808.13
INV007361,1,Training Services,29,5072.43,147100.53
INV007362,1,Legal Advisory,10,2867.83,28678.29
INV007363,1,Office Sofa,10,3438.71,34387.06
INV007364,1,Steel Components,499,152.87,76282.73
INV007365,1,Assembly Materials,374,139.16,52047.11
INV007366,1,Steel Components,135,1363.87,184121.96
INV007367,1,Training Services,6,7831.38,46988.28
INV007368,1,Dell Laptop,3,52069.64,156208.91
INV007369,1,Storage Cabinet,8,3158.43,25267.46
INV007370,1,Courier Services,36,745.74,26846.81
INV007371,1,Warehouse Rental,50,412.72,20636.0
INV007372,1,Industrial Bearings,330,288.63,95248.75
INV007373,1,27 Inch Monitor,9,13960.32,125642.9
INV007374,1,Transportation Charges,15,1180.07,17701.1
INV007375,1,Steel Components,470,371.32,174522.65
INV007376,1,Office Desk,2,13241.7,26483.41
INV007377,1,HVAC Servicing,10,2833.56,28335.63
INV007378,1,Electrical Repairs,34,526.93,17915.69
INV007379,1,Office Desk,6,6756.68,40540.09
INV007380,1,Machine Spare Parts,474,147.15,69748.56
INV007381,1,Machine Spare Parts,364,252.3,91836.14
INV007382,1,Audit Services,24,9440.13,226563.23
INV007383,1,Office Desk,19,2578.57,48992.92
INV007384,1,Steel Components,365,60.26,21996.7
INV007385,1,Courier Services,29,2335.07,67717.1
INV007386,1,Assembly Materials,313,473.44,148188.11
INV007387,1,Office Desk,6,3271.84,19631.07
INV007388,1,Office Chairs,91,17.34,1578.28
INV007389,1,Warehouse Rental,5,2216.04,11080.18
INV007390,1,Dell Laptop,5,13955.93,69779.67
INV007391,1,ERP Subscription,4,6125.97,24503.87
INV007392,1,HVAC Servicing,45,327.92,14756.25
INV007393,1,Firewall License,34,1484.97,50489.11
INV007394,1,Storage Cabinet,20,681.13,13622.51
INV007395,1,Server Hardware,1,43494.05,43494.05
INV007396,1,Transportation Charges,30,844.02,25320.58
INV007397,1,Technical Consulting,21,1164.55,24455.6
INV007398,1,Dell Laptop,3,28291.68,84875.04
INV007399,1,Dell Laptop,2,44508.54,89017.08
INV007400,1,HVAC Servicing,42,398.68,16744.4
INV007401,1,Office Desk,13,5997.06,77961.83
INV007402,1,Keyboard and Mouse,7,10447.66,73133.6
INV007403,1,Courier Services,20,3779.06,75581.26
INV007404,1,Network Switch,5,17026.18,85130.91
INV007405,1,HVAC Servicing,4,5702.21,22808.83
INV007406,1,Generator Servicing,38,631.19,23985.36
INV007407,1,Office Desk,3,7326.98,21980.94
INV007408,1,Whiteboard Supplies,129,18.07,2331.6
INV007409,1,Office Sofa,3,13634.43,40903.3
INV007410,1,Warehouse Rental,10,1011.46,10114.56
INV007411,1,Storage Cabinet,15,3588.17,53822.48
INV007412,1,HVAC Servicing,16,1868.23,29891.61
INV007413,1,Microsoft 365 License,50,907.6,45379.77
INV007414,1,Printer Paper,22,218.88,4815.36
INV007415,1,Keyboard and Mouse,5,30110.77,150553.84
INV007416,1,Conference Table,2,19417.32,38834.64
INV007417,1,Industrial Bearings,123,808.15,99402.49
INV007418,1,Pens and Stationery,109,32.8,3575.16
INV007419,1,Transportation Charges,39,225.08,8778.0
INV007420,1,Network Switch,3,20780.07,62340.2
INV007421,1,Machine Maintenance,21,1141.74,23976.63
INV007422,1,Audit Services,42,1492.68,62692.47
INV007423,1,Keyboard and Mouse,8,4796.13,38369.04
INV007424,1,Machine Maintenance,33,493.95,16300.41
INV007425,1,Server Hardware,10,7547.62,75476.25
INV007426,1,Warehouse Rental,48,497.14,23862.71
INV007427,1,Microsoft 365 License,4,14268.08,57072.34
INV007428,1,Warehouse Rental,24,2011.81,48283.39
INV007429,1,Transportation Charges,12,792.11,9505.35
INV007430,1,Machine Spare Parts,331,497.24,164585.53
INV007431,1,Server Hardware,7,7896.58,55276.08
INV007432,1,Audit Services,44,889.72,39147.68
INV007433,1,Keyboard and Mouse,10,4996.72,49967.23
INV007434,1,Printer Toner,67,26.3,1761.8
INV007435,1,Office Chairs,171,12.44,2126.47
INV007436,1,Audit Services,38,1328.55,50485.07
INV007437,1,Dell Laptop,6,15738.35,94430.09
INV007438,1,Courier Services,12,4916.89,59002.74
INV007439,1,Steel Components,173,497.32,86036.68
INV007440,1,Audit Services,21,935.06,19636.34
INV007441,1,Office Sofa,12,1664.0,19968.03
INV007442,1,Keyboard and Mouse,6,8038.69,48232.16
INV007443,1,Conference Table,2,22726.15,45452.29
INV007444,1,Network Switch,3,30919.76,92759.27
INV007445,1,Printer Toner,159,40.85,6494.58
INV007446,1,Warehouse Rental,37,790.43,29245.77
INV007447,1,Office Chairs,138,27.93,3853.8
INV007448,1,Industrial Bearings,488,159.59,77880.28
INV007449,1,Assembly Materials,100,468.46,46845.61
INV007450,1,Audit Services,40,1770.64,70825.52
INV007451,1,Warehouse Rental,2,4353.07,8706.14
INV007452,1,Office Sofa,6,6064.36,36386.17
INV007453,1,Office Sofa,20,1489.44,29788.78
INV007454,1,Audit Services,45,1245.97,56068.68
INV007455,1,Office Desk,20,1014.04,20280.86
INV007456,1,Office Desk,9,4088.61,36797.45
INV007457,1,Electrical Repairs,25,428.31,10707.85
INV007458,1,Office Chairs,103,24.56,2529.2
INV007459,1,Warehouse Rental,10,8869.48,88694.75
INV007460,1,Transportation Charges,32,1124.59,35986.93
INV007461,1,27 Inch Monitor,6,47827.25,286963.52
INV007462,1,HVAC Servicing,48,308.69,14816.92
INV007463,1,Electrical Repairs,43,267.8,11515.27
INV007464,1,Machine Maintenance,4,2608.38,10433.52
INV007465,1,Whiteboard Supplies,56,94.55,5294.64
INV007466,1,Legal Advisory,37,1789.9,66226.28
INV007467,1,Printer Paper,28,122.63,3433.76
INV007468,1,Printer Toner,31,118.32,3667.99
INV007469,1,Firewall License,12,2538.4,30460.81
INV007470,1,27 Inch Monitor,1,84571.69,84571.69
INV007471,1,Firewall License,17,3347.47,56906.97
INV007472,1,Office Desk,19,3004.99,57094.9
INV007473,1,ERP Subscription,21,4039.61,84831.91
INV007474,1,Machine Spare Parts,318,1023.54,325484.62
INV007475,1,Office Chairs,126,32.35,4076.22
INV007476,1,Network Switch,8,11386.59,91092.75
INV007477,1,Industrial Bearings,231,290.89,67195.79
INV007478,1,Database License,33,1266.7,41801.11
INV007479,1,Courier Services,20,1741.64,34832.77
INV007480,1,Hydraulic Pumps,198,644.33,127577.79
INV007481,1,Transportation Charges,16,1406.05,22496.72
INV007482,1,Conference Table,7,3470.36,24292.5
INV007483,1,Steel Components,361,715.97,258463.52
INV007484,1,Audit Services,4,14842.16,59368.65
INV007485,1,Electrical Repairs,31,703.08,21795.44
INV007486,1,Keyboard and Mouse,7,13200.49,92403.4
INV007487,1,Machine Spare Parts,149,952.53,141926.59
INV007488,1,Audit Services,29,1721.9,49935.17
INV007489,1,Warehouse Rental,32,501.0,16032.08
INV007490,1,Machine Spare Parts,380,169.0,64220.36
INV007491,1,Freight Charges,31,1518.84,47084.03
INV007492,1,Legal Advisory,32,2288.86,73243.45
INV007493,1,Printer Toner,92,80.39,7396.19
INV007494,1,Conference Table,16,1137.82,18205.09
INV007495,1,Whiteboard Supplies,23,165.83,3814.05
INV007496,1,Industrial Bearings,196,376.22,73739.17
INV007497,1,HVAC Servicing,7,2364.06,16548.43
INV007498,1,Technical Consulting,17,9240.41,157087.0
INV007499,1,27 Inch Monitor,6,5027.7,30166.2
INV007500,1,HVAC Servicing,3,5927.06,17781.18
INV007501,1,Courier Services,12,2190.42,26285.09
INV007502,1,Storage Cabinet,3,10896.18,32688.54
INV007503,1,Audit Services,14,4405.76,61680.6
INV007504,1,Machine Spare Parts,418,274.75,114846.4
INV007505,1,Technical Consulting,41,993.81,40746.19
INV007506,1,Audit Services,38,1208.01,45904.45
INV007507,1,Database License,10,3852.31,38523.12
INV007508,1,Hydraulic Pumps,413,189.01,78061.67
INV007509,1,Microsoft 365 License,7,3646.14,25523.01
INV007510,1,Warehouse Rental,31,1901.58,58949.09
INV007511,1,Technical Consulting,32,1296.72,41494.95
INV007512,1,Technical Consulting,21,1729.22,36313.52
INV007513,1,Dell Laptop,8,10749.22,85993.74
INV007514,1,Industrial Bearings,381,617.97,235447.57
INV007515,1,Warehouse Rental,40,581.21,23248.36
INV007516,1,Courier Services,12,2322.66,27871.96
INV007517,1,Office Desk,6,4639.63,27837.79
INV007518,1,Legal Advisory,25,1416.3,35407.59
INV007519,1,Office Sofa,11,1111.11,12222.24
INV007520,1,Pens and Stationery,116,28.38,3291.59
INV007521,1,Office Desk,12,1510.81,18129.77
INV007522,1,Storage Cabinet,6,5035.43,30212.55
INV007523,1,Machine Spare Parts,421,101.93,42910.83
INV007524,1,Dell Laptop,5,19482.84,97414.21
INV007525,1,Office Sofa,6,3483.58,20901.46
INV007526,1,Warehouse Rental,40,407.6,16304.13
INV007527,1,Warehouse Rental,23,1827.41,42030.33
INV007528,1,Generator Servicing,42,207.3,8706.71
INV007529,1,Freight Charges,21,2280.79,47896.49
INV007530,1,Industrial Bearings,159,848.02,134835.31
INV007531,1,Conference Table,12,4001.59,48019.09
INV007532,1,Whiteboard Supplies,112,34.83,3901.42
INV007533,1,Office Chairs,140,39.45,5523.3
INV007534,1,Office Sofa,1,29678.09,29678.09
INV007535,1,Legal Advisory,16,2454.58,39273.26
INV007536,1,Steel Components,249,459.78,114484.4
INV007537,1,Machine Maintenance,41,327.53,13428.85
INV007538,1,Machine Spare Parts,316,1195.61,377812.54
INV007539,1,Steel Components,123,241.29,29678.17
INV007540,1,Audit Services,30,1703.96,51118.71
INV007541,1,Electrical Repairs,41,630.29,25841.74
INV007542,1,Generator Servicing,20,838.08,16761.58
INV007543,1,Transportation Charges,21,1466.39,30794.26
INV007544,1,Storage Cabinet,1,29269.52,29269.52
INV007545,1,Firewall License,17,2925.42,49732.15
INV007546,1,Conference Table,11,2636.88,29005.7
INV007547,1,Hydraulic Pumps,379,509.87,193240.88
INV007548,1,Warehouse Rental,13,1959.32,25471.17
INV007549,1,Training Services,9,16206.34,145857.03
INV007550,1,Legal Advisory,16,11420.62,182729.85
INV007551,1,Conference Table,3,6175.56,18526.69
INV007552,1,Electrical Repairs,26,942.98,24517.38
INV007553,1,Database License,10,2287.61,22876.1
INV007554,1,Server Hardware,6,10576.45,63458.69
INV007555,1,Server Hardware,9,3952.28,35570.51
INV007556,1,Courier Services,41,353.38,14488.77
INV007557,1,27 Inch Monitor,4,52735.4,210941.62
INV007558,1,Audit Services,30,1426.32,42789.5
INV007559,1,Network Switch,9,11240.43,101163.87
INV007560,1,Database License,15,746.62,11199.3
INV007561,1,Transportation Charges,27,585.62,15811.69
INV007562,1,ERP Subscription,19,1423.98,27055.55
INV007563,1,Audit Services,3,22136.7,66410.11
INV007564,1,Machine Spare Parts,291,512.75,149210.88
INV007565,1,Electrical Repairs,32,447.76,14328.39
INV007566,1,Audit Services,6,8239.57,49437.43
INV007567,1,Database License,4,13005.63,52022.51
INV007568,1,Office Desk,3,5082.99,15248.97
INV007569,1,Courier Services,39,532.64,20772.92
INV007570,1,Conference Table,20,540.1,10801.95
INV007571,1,Technical Consulting,32,1853.17,59301.58
INV007572,1,27 Inch Monitor,2,38096.93,76193.87
INV007573,1,Hydraulic Pumps,137,554.46,75961.19
INV007574,1,Dell Laptop,5,23840.85,119204.25
INV007575,1,Office Desk,18,3250.24,58504.26
INV007576,1,Firewall License,18,4217.4,75913.29
INV007577,1,Transportation Charges,40,469.54,18781.56
INV007578,1,Warehouse Rental,1,12200.53,12200.53
INV007579,1,Office Desk,14,1471.65,20603.08
INV007580,1,Storage Cabinet,3,6895.53,20686.59
INV007581,1,Keyboard and Mouse,2,41891.88,83783.76
INV007582,1,Cloud Subscription,46,740.48,34061.94
INV007583,1,ERP Subscription,18,799.08,14383.38
INV007584,1,Hydraulic Pumps,445,280.85,124978.51
INV007585,1,Transportation Charges,15,792.43,11886.43
INV007586,1,Legal Advisory,48,1173.31,56318.68
INV007587,1,Hydraulic Pumps,355,655.49,232697.63
INV007588,1,Printer Paper,105,19.32,2028.51
INV007589,1,Audit Services,24,2112.52,50700.4
INV007590,1,Conference Table,17,748.13,12718.16
INV007591,1,Assembly Materials,111,1714.17,190272.49
INV007592,1,Courier Services,40,799.88,31995.24
INV007593,1,Freight Charges,30,947.24,28417.13
INV007594,1,Whiteboard Supplies,91,73.2,6660.94
INV007595,1,Machine Spare Parts,430,498.65,214418.43
INV007596,1,Office Desk,1,15997.64,15997.64
INV007597,1,Storage Cabinet,20,1051.85,21036.93
INV007598,1,Whiteboard Supplies,49,92.63,4539.1
INV007599,1,Whiteboard Supplies,168,19.25,3234.74
INV007600,1,Transportation Charges,9,2747.59,24728.29
INV007601,1,Electrical Repairs,19,725.73,13788.94
INV007602,1,HVAC Servicing,24,523.48,12563.62
INV007603,1,Generator Servicing,44,222.49,9789.58
INV007604,1,Assembly Materials,365,70.92,25886.89
INV007605,1,Machine Maintenance,47,329.41,15482.35
INV007606,1,Hydraulic Pumps,284,266.15,75586.06
INV007607,1,Warehouse Rental,6,871.51,5229.04
INV007608,1,Conference Table,9,2295.05,20655.47
INV007609,1,Freight Charges,22,1921.56,42274.4
INV007610,1,Storage Cabinet,7,3604.08,25228.55
INV007611,1,Machine Spare Parts,205,296.34,60750.28
INV007612,1,27 Inch Monitor,9,12066.84,108601.53
INV007613,1,Cloud Subscription,48,1224.26,58764.66
INV007614,1,Transportation Charges,28,1016.47,28461.28
INV007615,1,Generator Servicing,22,451.18,9926.06
INV007616,1,Technical Consulting,49,688.0,33711.8
INV007617,1,Audit Services,41,1949.42,79926.39
INV007618,1,Courier Services,39,886.86,34587.44
INV007619,1,Audit Services,41,2550.33,104563.69
INV007620,1,Firewall License,32,1371.2,43878.38
INV007621,1,Steel Components,480,275.28,132132.1
INV007622,1,Freight Charges,23,1103.42,25378.61
INV007623,1,27 Inch Monitor,1,29910.07,29910.07
INV007624,1,Conference Table,6,3572.95,21437.73
INV007625,1,ERP Subscription,37,1466.39,54256.33
INV007626,1,Technical Consulting,23,2727.01,62721.15
INV007627,1,Warehouse Rental,24,469.8,11275.24
INV007628,1,Server Hardware,10,2943.34,29433.39
INV007629,1,Keyboard and Mouse,2,137973.86,275947.73
INV007630,1,Whiteboard Supplies,180,22.18,3992.79
INV007631,1,Courier Services,18,3122.59,56206.53
INV007632,1,Generator Servicing,46,237.3,10915.74
INV007633,1,Industrial Bearings,186,285.05,53019.82
INV007634,1,Technical Consulting,13,4873.7,63358.12
INV007635,1,Hydraulic Pumps,431,494.38,213079.68
INV007636,1,Hydraulic Pumps,301,156.91,47230.12
INV007637,1,Training Services,46,681.22,31335.92
INV007638,1,Printer Paper,190,29.36,5578.6
INV007639,1,Assembly Materials,293,119.18,34920.03
INV007640,1,ERP Subscription,26,1165.74,30309.12
INV007641,1,Office Chairs,23,204.91,4712.84
INV007642,1,Transportation Charges,21,1625.33,34131.87
INV007643,1,Conference Table,2,27651.08,55302.16
INV007644,1,Transportation Charges,12,633.21,7598.49
INV007645,1,Network Switch,7,13688.85,95821.96
INV007646,1,Hydraulic Pumps,391,208.51,81529.12
INV007647,1,Legal Advisory,12,5788.09,69457.13
INV007648,1,Transportation Charges,33,851.83,28110.35
INV007649,1,Technical Consulting,44,1167.63,51375.54
INV007650,1,Office Sofa,7,2357.67,16503.69
INV007651,1,Training Services,16,2670.69,42731.0
INV007652,1,Audit Services,3,14949.88,44849.65
INV007653,1,Assembly Materials,468,47.45,22207.79
INV007654,1,Storage Cabinet,17,3175.34,53980.84
INV007655,1,Pens and Stationery,21,159.35,3346.34
INV007656,1,Machine Spare Parts,380,496.39,188628.59
INV007657,1,Transportation Charges,31,958.88,29725.35
INV007658,1,Server Hardware,8,17272.9,138183.24
INV007659,1,Machine Maintenance,18,413.63,7445.29
INV007660,1,ERP Subscription,39,1327.75,51782.14
INV007661,1,Microsoft 365 License,46,303.86,13977.56
INV007662,1,Courier Services,20,741.82,14836.33
INV007663,1,Printer Toner,182,20.93,3809.6
INV007664,1,HVAC Servicing,19,1082.39,20565.36
INV007665,1,Warehouse Rental,9,1947.03,17523.26
INV007666,1,Assembly Materials,122,437.3,53351.18
INV007667,1,Pens and Stationery,169,24.73,4179.43
INV007668,1,Industrial Bearings,226,295.16,66706.37
INV007669,1,Pens and Stationery,195,40.89,7973.02
INV007670,1,ERP Subscription,22,2443.95,53766.87
INV007671,1,Industrial Bearings,479,497.46,238284.47
INV007672,1,Courier Services,5,7309.13,36545.66
