pair_id,invoice_id_a,invoice_id_b,vendor_id,amount_a,amount_b,amount_diff_pct,issue_date_a,issue_date_b,date_diff_days,either_is_fraud,fraud_category_a,fraud_category_b
DUP-00786,d2525bc0-ce4d-4378-9dde-3d97200fd9ed,abb648f6-e735-4ec3-8d89-1cb5bf598073,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11976.15,11954.69,0.001794,2023-01-21,2023-01-28,7,False,clean,clean
DUP-00787,5350bce0-fd8a-45a5-8e4c-43b231b9b5ba,08d03022-50bd-40c9-b5e3-8edf0f7a89a9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8403.6,8476.29,0.008613,2023-01-22,2023-01-29,7,False,clean,clean
DUP-00788,7440b7b2-2f80-4ff5-80a5-5b0b7de63c52,473b7252-0714-4f1e-bec9-45b96a6f2942,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6928.97,6951.0,0.003174,2023-01-25,2023-01-31,6,False,clean,clean
DUP-00789,866193b3-e474-4108-9ff8-07223570ecdf,f0e9d8f0-62ee-4482-8a38-65375a26abd6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3152.01,3127.47,0.007816,2023-01-25,2023-01-29,4,False,clean,clean
DUP-00790,883cec47-c995-4b3a-8319-d79bc38adaf7,1b80ddc9-1a23-43b5-92ba-b8e5e488e3da,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8874.7,8876.39,0.00019,2023-01-26,2023-01-29,3,False,clean,clean
DUP-00791,883cec47-c995-4b3a-8319-d79bc38adaf7,e6c20d15-0637-491b-85c0-6279e92fa816,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8874.7,8798.1,0.008669,2023-01-26,2023-01-29,3,False,clean,clean
DUP-00792,1b80ddc9-1a23-43b5-92ba-b8e5e488e3da,e6c20d15-0637-491b-85c0-6279e92fa816,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8876.39,8798.1,0.008859,2023-01-29,2023-01-29,0,False,clean,clean
DUP-00793,aa91f98c-7a7c-4b11-8b96-4615a56c0d10,5ea2f370-b059-44a3-832e-cde909c0d450,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9902.83,9852.14,0.005132,2023-01-31,2023-01-31,0,False,clean,clean
DUP-00794,aa91f98c-7a7c-4b11-8b96-4615a56c0d10,a5ae8a1a-246b-4a6a-b996-1d4c2d3f684e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9902.83,9915.39,0.001268,2023-01-31,2023-02-02,2,False,clean,clean
DUP-00795,aa91f98c-7a7c-4b11-8b96-4615a56c0d10,76e217d1-2ccd-444c-86b2-d2a95fecde17,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9902.83,9822.39,0.008156,2023-01-31,2023-02-04,4,False,clean,clean
DUP-00796,473b7252-0714-4f1e-bec9-45b96a6f2942,52b9e516-b4ed-4641-b4ee-70bc2c9f2362,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6951.0,6998.05,0.006746,2023-01-31,2023-02-03,3,False,clean,clean
DUP-00797,5ea2f370-b059-44a3-832e-cde909c0d450,a5ae8a1a-246b-4a6a-b996-1d4c2d3f684e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9852.14,9915.39,0.006399,2023-01-31,2023-02-02,2,False,clean,clean
DUP-00798,5ea2f370-b059-44a3-832e-cde909c0d450,76e217d1-2ccd-444c-86b2-d2a95fecde17,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9852.14,9822.39,0.003024,2023-01-31,2023-02-04,4,False,clean,clean
DUP-00799,b9f9db2b-4690-41ab-9ac0-b72d3448b5c7,5756f464-fe47-4bc0-a197-621f2068ee84,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,16722.57,16792.0,0.004143,2023-02-01,2023-02-03,2,False,soft_anomaly,clean
DUP-00800,aa88a72f-a010-4b6b-9408-6a19f96d72ff,36b67710-a04c-45a9-904a-4617f4ef4790,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6059.5,6016.55,0.007113,2023-02-01,2023-02-05,4,False,clean,clean
DUP-00801,d07e3934-76e3-481d-8532-d87eb94d1ee7,d0f34bfd-7c8d-44ef-92c6-6400a948f0da,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4248.52,4255.77,0.001705,2023-02-02,2023-02-02,0,False,soft_anomaly,clean
DUP-00802,7dd4ccb6-fa89-415b-9119-1b8e05f1c213,ab50cf95-1e08-4699-996c-c7b84eff0f7a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3673.16,3694.51,0.005796,2023-02-02,2023-02-03,1,False,clean,clean
DUP-00803,a5ae8a1a-246b-4a6a-b996-1d4c2d3f684e,76e217d1-2ccd-444c-86b2-d2a95fecde17,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9915.39,9822.39,0.009424,2023-02-02,2023-02-04,2,False,clean,clean
DUP-00804,5ebb50d7-25f4-4cd2-ab04-faff6c3c03ae,b8d0daeb-3c30-43e9-9fb6-39b2364c65a9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7654.78,7601.53,0.006981,2023-02-03,2023-02-08,5,False,clean,clean
DUP-00805,267267f2-a9ab-4eb5-a593-0fcca9e9796c,0eb9425b-94e3-44ab-ad6f-85636926fd04,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7788.15,7788.25,1.3e-05,2023-02-05,2023-02-11,6,False,clean,clean
DUP-00806,7c0f4f5b-0d31-4381-ab48-3244e52c8f56,65884588-4da0-4bde-89e9-d16fae609af0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8231.05,8226.82,0.000514,2023-02-13,2023-02-17,4,False,clean,clean
DUP-00807,46070b3c-f41c-49ac-ad76-e491786faf6c,e9354e17-d53e-465f-9683-a118b5a09f29,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7182.82,7234.53,0.007173,2023-02-15,2023-02-22,7,False,clean,clean
DUP-00808,02dbc95e-9208-441f-9202-1bd56333b39e,fc1594f3-bf07-4423-b00c-06cbadb3e354,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,14871.13,14895.97,0.001669,2023-02-17,2023-02-22,5,False,clean,clean
DUP-00809,ac4db58e-a1a3-4996-bef5-fe0c73869ff8,4314672e-e6f3-4d97-b8ae-ac104d4efcbf,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6712.43,6655.12,0.008574,2023-02-17,2023-02-24,7,False,clean,clean
DUP-00810,5660f258-44d4-4ec6-8245-6d9f02fc03f9,e9354e17-d53e-465f-9683-a118b5a09f29,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7303.55,7234.53,0.009495,2023-02-19,2023-02-22,3,False,clean,clean
DUP-00811,ec37eb45-ad51-45d8-a60b-524dd8243640,cba1e096-0a04-4871-9057-30ed3c242c8b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,15762.75,15903.52,0.008891,2023-02-25,2023-02-27,2,False,clean,clean
DUP-00812,c0cbf4dd-2da3-4b72-89fc-f3fb718ad3cb,a6e02aeb-3b73-40ef-a06f-09ade6bce421,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7449.69,7510.44,0.008122,2023-02-26,2023-02-27,1,False,clean,clean
DUP-00813,cba1e096-0a04-4871-9057-30ed3c242c8b,48cedfd5-491c-441f-a873-d32880715ad7,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,15903.52,15984.26,0.005064,2023-02-27,2023-03-02,3,False,clean,clean
DUP-00814,29d67b54-6b4e-4697-9548-c9f485609c27,94a677a8-f32f-4b2d-aa15-8ee408dbf2c3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8074.35,8075.16,0.0001,2023-02-28,2023-03-04,4,False,clean,clean
DUP-00815,2cd1099d-68bb-4da0-8603-de3cb7fc675c,17afe62c-1547-46e2-a541-0870841ea84c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,2141.55,2140.06,0.000696,2023-02-28,2023-03-01,1,False,clean,clean
DUP-00816,8c9bd404-0bfd-4d17-a073-8f96e23059fe,d56e1c5b-8a7d-44f4-91fb-654674c3182a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5007.74,5025.73,0.003586,2023-02-28,2023-03-03,3,False,clean,clean
DUP-00817,e1c16697-5e2d-4c5c-b987-8686a58eb4af,bbc5bca3-ab36-4c64-84bb-d6428b812920,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6832.21,6812.63,0.00287,2023-03-01,2023-03-03,2,False,soft_anomaly,clean
DUP-00818,ba0bb5e8-5441-4d0a-b982-af457c70d2d3,85892cf3-34ba-483b-802e-345fa43991b0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,14649.67,14555.98,0.006416,2023-03-01,2023-03-07,6,False,soft_anomaly,clean
DUP-00819,d736e271-4ada-4f19-9f0f-747365129e92,ad4484f7-2c6c-4815-b2d7-b16462bbbea2,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,14255.64,14333.53,0.005449,2023-03-02,2023-03-06,4,False,clean,clean
DUP-00820,43417519-2bcd-4c66-8040-96b3ac1b73e6,33806199-59bc-45a0-b593-765100c8e33f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11870.58,11857.4,0.001111,2023-03-02,2023-03-05,3,False,clean,clean
DUP-00821,bfb1bc22-efed-45e7-9a31-676fef8995ad,b105f441-23e2-436d-985f-2c7e01216a8d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8782.1,8835.14,0.006021,2023-03-02,2023-03-03,1,False,clean,clean
DUP-00822,94a677a8-f32f-4b2d-aa15-8ee408dbf2c3,d332dfff-f20e-4f8d-84ab-a7773498d5a7,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8075.16,8000.0,0.009351,2023-03-04,2023-03-11,7,False,clean,soft_anomaly
DUP-00823,7e2c16d0-0ecc-4267-9cbc-27225dd92aa7,1d69bf42-92d7-4362-a35f-d3e918329ffd,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,12081.13,12029.44,0.004288,2023-03-05,2023-03-12,7,False,clean,clean
DUP-00824,7c17332d-3199-42ba-bd40-80e89c85f72d,fb032a4a-afd3-4798-b566-fa3a99c189f0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8680.34,8682.07,0.000199,2023-03-05,2023-03-09,4,False,clean,clean
DUP-00825,35b3160e-b243-4c6f-bcdd-e32f6b483934,7224f2c1-7713-4d3c-a5aa-7bccb90a8b28,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10488.63,10418.91,0.006669,2023-03-07,2023-03-08,1,False,clean,clean
DUP-00826,a65efcde-b7f9-4b7b-a772-5b17fdf143f8,1996bea1-e520-4835-86ba-0fa3e8a406f9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9295.66,9285.96,0.001044,2023-03-08,2023-03-12,4,False,clean,clean
DUP-00827,5034a665-d006-4522-ae71-539d7032798d,0cd2a71c-ca3f-4a2a-bf46-b6342c199b44,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5813.21,5811.94,0.000218,2023-03-11,2023-03-17,6,False,clean,clean
DUP-00828,1996bea1-e520-4835-86ba-0fa3e8a406f9,de5615e9-d00a-470f-813f-dfed489b5b37,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9285.96,9310.9,0.002682,2023-03-12,2023-03-17,5,False,clean,clean
DUP-00829,1996bea1-e520-4835-86ba-0fa3e8a406f9,1ed5876d-0264-49cc-93be-881695c5a1e5,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9285.96,9241.98,0.004747,2023-03-12,2023-03-18,6,False,clean,clean
DUP-00830,de5615e9-d00a-470f-813f-dfed489b5b37,1ed5876d-0264-49cc-93be-881695c5a1e5,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9310.9,9241.98,0.00743,2023-03-17,2023-03-18,1,False,clean,clean
DUP-00831,de5615e9-d00a-470f-813f-dfed489b5b37,8faed766-7594-446d-82f6-f0c23f2dd6ed,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9310.9,9276.01,0.003754,2023-03-17,2023-03-21,4,False,clean,clean
DUP-00832,761b6ccf-f57d-4e4d-9f92-bceff0d424ca,d7ac34b9-4dc4-4067-ae64-eabc1b324ebb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9426.2,9408.34,0.001897,2023-03-18,2023-03-25,7,False,clean,clean
DUP-00833,6fd112c6-b8ef-431b-9999-609916bf9bb2,2d421bdb-c0ce-4856-a795-5f49709759e6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5393.41,5367.99,0.004724,2023-03-18,2023-03-21,3,False,clean,clean
DUP-00834,91cd0cce-22ec-4f3f-9de2-6dc875c8ece8,96a86ccb-4cfb-43a3-969d-5fe4977b5067,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4156.52,4177.18,0.004958,2023-03-18,2023-03-24,6,False,clean,clean
DUP-00835,1ed5876d-0264-49cc-93be-881695c5a1e5,8faed766-7594-446d-82f6-f0c23f2dd6ed,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9241.98,9276.01,0.003675,2023-03-18,2023-03-21,3,False,clean,clean
DUP-00836,27b33886-69b0-4f9c-9f88-abc51a58bff5,b0cccdeb-6008-4df9-a5fd-e6db12fb98a8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8807.07,8887.82,0.009127,2023-03-18,2023-03-23,5,False,clean,clean
DUP-00837,27b33886-69b0-4f9c-9f88-abc51a58bff5,6608a260-0460-4014-a6f5-751af4649c69,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8807.07,8877.79,0.007998,2023-03-18,2023-03-23,5,False,clean,clean
DUP-00838,b96a0a42-94de-415d-9aa2-863c040d7746,44fb6f1e-b337-4db2-98ba-f6601c3ddb8e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8236.9,8293.3,0.006824,2023-03-20,2023-03-26,6,False,clean,clean
DUP-00839,2d421bdb-c0ce-4856-a795-5f49709759e6,dd0b6a3c-3f6e-4237-a22c-7ed4f5abb1b3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5367.99,5421.55,0.009928,2023-03-21,2023-03-28,7,False,clean,clean
DUP-00840,b0cccdeb-6008-4df9-a5fd-e6db12fb98a8,6608a260-0460-4014-a6f5-751af4649c69,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8887.82,8877.79,0.001129,2023-03-23,2023-03-23,0,False,clean,clean
DUP-00841,2277a5dd-ff2d-43aa-a6f6-3cc9ed52692b,c323e0f0-87c1-4b74-bebe-a6bfdc3df9fa,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9841.11,9820.77,0.002069,2023-03-24,2023-03-31,7,False,clean,clean
DUP-00842,29970c6e-f7be-419d-afc1-36d00202b6e9,6da06444-64ea-4b58-abaa-69a30f323e06,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7735.6,7729.91,0.000736,2023-03-25,2023-03-29,4,False,clean,clean
DUP-00843,094e6b38-af2a-4af4-b29e-0472faff60b4,bddc2c6a-e7e5-4bc4-b1bd-d7601afe65bb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5920.14,5955.4,0.005938,2023-03-26,2023-03-30,4,False,clean,clean
DUP-00844,094e6b38-af2a-4af4-b29e-0472faff60b4,7190b870-3b3e-479f-9ef4-6dd44b8ed063,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5920.14,5918.07,0.00035,2023-03-26,2023-04-02,7,False,clean,clean
DUP-00845,a2251caf-688b-4191-96bd-765fc3030399,b227e0be-83c5-4500-8ffb-2a898d2e67e0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8997.3,9054.84,0.006375,2023-03-27,2023-04-03,7,False,clean,clean
DUP-00846,ba7571ee-82e9-45e9-bf72-852d899fafa9,6e3059f9-bd36-423c-811a-40630fd57fb8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3775.28,3779.52,0.001122,2023-03-28,2023-03-28,0,False,clean,clean
DUP-00847,096865bc-85cd-4ef8-b3af-286aeef84889,284d6f54-8ee8-4bcf-97c0-8551dcd1f7dc,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3490.41,3524.38,0.009685,2023-03-28,2023-04-02,5,False,clean,clean
DUP-00848,096865bc-85cd-4ef8-b3af-286aeef84889,c544b6e1-ab5b-43c1-b226-f151d6c3451d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3490.41,3494.69,0.001225,2023-03-28,2023-04-03,6,False,clean,clean
DUP-00849,dd0b6a3c-3f6e-4237-a22c-7ed4f5abb1b3,d70dcdfe-653e-4584-99c5-4a9b72723889,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5421.55,5383.37,0.007067,2023-03-28,2023-04-02,5,False,clean,clean
DUP-00850,dd0b6a3c-3f6e-4237-a22c-7ed4f5abb1b3,978c78fd-9286-433b-8071-c8fa15fb8b41,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5421.55,5423.63,0.000384,2023-03-28,2023-04-04,7,False,clean,clean
DUP-00851,dd0b6a3c-3f6e-4237-a22c-7ed4f5abb1b3,25d8920c-a2a3-4eda-8a7c-5eedf221c995,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5421.55,5383.41,0.00706,2023-03-28,2023-04-04,7,False,clean,clean
DUP-00852,a669e940-ba7a-4584-a7d1-19915bdce762,0191a134-f3e4-4180-9dce-e129073fa34d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5288.56,5256.26,0.006126,2023-03-29,2023-04-05,7,False,clean,clean
DUP-00853,bddc2c6a-e7e5-4bc4-b1bd-d7601afe65bb,7190b870-3b3e-479f-9ef4-6dd44b8ed063,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5955.4,5918.07,0.006288,2023-03-30,2023-04-02,3,False,clean,clean
DUP-00854,b4f6e602-8f03-48bd-92c2-dccfcad4a66f,74991827-fcef-413a-aca8-bbd4d8d53e85,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8064.56,8000.0,0.008038,2023-03-30,2023-04-02,3,False,clean,soft_anomaly
DUP-00855,a2d37bb6-e3ce-4318-b72e-f06930c34cce,fe11fa52-d6e2-41b6-87d4-270919969f38,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9263.64,9247.89,0.001702,2023-03-30,2023-04-06,7,False,soft_anomaly,clean
DUP-00856,43a6caa1-c232-4c33-98cd-bc4c1f699317,84c03d77-a877-480f-8fe1-dfb4605ce353,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3963.35,3926.02,0.009463,2023-03-31,2023-04-04,4,False,soft_anomaly,clean
DUP-00857,c323e0f0-87c1-4b74-bebe-a6bfdc3df9fa,e42a6166-337f-49bf-af47-5b921d241452,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9820.77,9774.26,0.004747,2023-03-31,2023-04-07,7,False,clean,clean
DUP-00858,d66cea37-d8dc-44b0-9b6b-d419f3ac862d,648b4e0e-a8fb-4c70-9d90-12dab6f6ae20,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,12050.57,11997.33,0.004428,2023-04-01,2023-04-03,2,False,clean,clean
DUP-00859,284d6f54-8ee8-4bcf-97c0-8551dcd1f7dc,c544b6e1-ab5b-43c1-b226-f151d6c3451d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3524.38,3494.69,0.00846,2023-04-02,2023-04-03,1,False,clean,clean
DUP-00860,d70dcdfe-653e-4584-99c5-4a9b72723889,978c78fd-9286-433b-8071-c8fa15fb8b41,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5383.37,5423.63,0.007451,2023-04-02,2023-04-04,2,False,clean,clean
DUP-00861,d70dcdfe-653e-4584-99c5-4a9b72723889,25d8920c-a2a3-4eda-8a7c-5eedf221c995,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5383.37,5383.41,7e-06,2023-04-02,2023-04-04,2,False,clean,clean
DUP-00862,bba794c2-9c98-4fac-a3a9-8f428bb09f47,428066ab-06ec-477f-92eb-5da187762d88,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7372.1,7340.29,0.004324,2023-04-02,2023-04-03,1,False,clean,clean
DUP-00863,7190b870-3b3e-479f-9ef4-6dd44b8ed063,f4eb5b94-5262-44e3-8d80-ddab614a2f11,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5918.07,5882.18,0.006083,2023-04-02,2023-04-03,1,False,clean,clean
DUP-00864,f1d7a857-b7d9-48d9-8bcd-28ba4983ef2b,f4eb5b94-5262-44e3-8d80-ddab614a2f11,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5843.15,5882.18,0.006657,2023-04-02,2023-04-03,1,False,soft_anomaly,clean
DUP-00865,0bc5aad7-1a36-4ab8-82b4-1ef8e421f525,db1a41c6-c867-4d00-a7d5-0dc4334d11ec,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8206.17,8288.34,0.009963,2023-04-02,2023-04-05,3,False,clean,clean
DUP-00866,57601b08-0f69-4b41-8ab5-d91740939c95,36419daa-6a9e-4769-aa4a-cf917c8ed74e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13229.22,13142.01,0.006614,2023-04-03,2023-04-07,4,False,clean,clean
DUP-00867,b227e0be-83c5-4500-8ffb-2a898d2e67e0,57bd8f4e-6240-48cb-ab5a-8ca035f0b23d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9054.84,9000.0,0.006075,2023-04-03,2023-04-04,1,False,clean,soft_anomaly
DUP-00868,b227e0be-83c5-4500-8ffb-2a898d2e67e0,9a02d408-5cf4-46d4-b2ea-825a42361e01,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9054.84,9016.42,0.004252,2023-04-03,2023-04-08,5,False,clean,clean
DUP-00869,f4eb5b94-5262-44e3-8d80-ddab614a2f11,46f717e0-9d9d-45eb-9509-a77b8ab4da59,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5882.18,5927.33,0.007646,2023-04-03,2023-04-10,7,False,clean,clean
DUP-00870,428066ab-06ec-477f-92eb-5da187762d88,ebf7a7ce-e496-4863-ada4-8a2cb4738cd0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7340.29,7276.48,0.008731,2023-04-03,2023-04-07,4,False,clean,clean
DUP-00871,735b828c-fd08-44a2-912b-ba377fad1948,99693ecb-6a0c-4ffc-9b7a-cd809d009467,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4907.96,4939.27,0.006359,2023-04-03,2023-04-10,7,False,clean,clean
DUP-00872,57bd8f4e-6240-48cb-ab5a-8ca035f0b23d,9a02d408-5cf4-46d4-b2ea-825a42361e01,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9000.0,9016.42,0.001823,2023-04-04,2023-04-08,4,False,soft_anomaly,clean
DUP-00873,978c78fd-9286-433b-8071-c8fa15fb8b41,25d8920c-a2a3-4eda-8a7c-5eedf221c995,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5423.63,5383.41,0.007443,2023-04-04,2023-04-04,0,False,clean,clean
DUP-00874,d2b5c2f4-1eac-4038-bd7e-b78f347193b9,e42a6166-337f-49bf-af47-5b921d241452,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9707.77,9774.26,0.006826,2023-04-04,2023-04-07,3,False,clean,clean
DUP-00875,0a74e08e-8f6f-4f88-ad27-aad00af431c9,e91b22d7-0eb5-4648-b0d8-dc68dee1ed4e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6735.0,6736.08,0.00016,2023-04-04,2023-04-05,1,False,clean,clean
DUP-00876,0a74e08e-8f6f-4f88-ad27-aad00af431c9,fb2735c6-f7fe-4f3d-90b4-c092d414b06e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6735.0,6764.28,0.004338,2023-04-04,2023-04-09,5,False,clean,clean
DUP-00877,0a74e08e-8f6f-4f88-ad27-aad00af431c9,07170ed1-077e-4649-b0e2-f0d9a58b9d3c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6735.0,6799.13,0.009477,2023-04-04,2023-04-11,7,False,clean,clean
DUP-00878,e91b22d7-0eb5-4648-b0d8-dc68dee1ed4e,fb2735c6-f7fe-4f3d-90b4-c092d414b06e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6736.08,6764.28,0.004178,2023-04-05,2023-04-09,4,False,clean,clean
DUP-00879,e91b22d7-0eb5-4648-b0d8-dc68dee1ed4e,07170ed1-077e-4649-b0e2-f0d9a58b9d3c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6736.08,6799.13,0.009316,2023-04-05,2023-04-11,6,False,clean,clean
DUP-00880,0c56b5ee-84da-4f12-b873-b0d0f760a50c,864f30dc-8765-4ff5-959d-7b5e3b09b692,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10148.7,10221.96,0.007193,2023-04-05,2023-04-05,0,False,soft_anomaly,clean
DUP-00881,3f5fad69-3c2f-4aec-9028-b384d553d29c,78f4cad5-e743-4521-83e8-40a74348bc31,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5183.98,5232.82,0.009377,2023-04-05,2023-04-06,1,False,clean,soft_anomaly
DUP-00882,0191a134-f3e4-4180-9dce-e129073fa34d,78f4cad5-e743-4521-83e8-40a74348bc31,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5256.26,5232.82,0.004469,2023-04-05,2023-04-06,1,False,clean,soft_anomaly
DUP-00883,67f06015-f9d4-45d8-8c43-5ceff6d4813e,c7928bf6-ede4-48d5-b634-672138a0727c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,14686.02,14573.15,0.007715,2023-04-06,2023-04-12,6,False,clean,clean
DUP-00884,30e4fdbd-ca80-440b-ab85-81d6db019803,7a4e8ac9-6eec-4436-9249-1cd13dc9f2c8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,1626.94,1615.6,0.006995,2023-04-06,2023-04-08,2,False,clean,clean
DUP-00885,fb2735c6-f7fe-4f3d-90b4-c092d414b06e,07170ed1-077e-4649-b0e2-f0d9a58b9d3c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6764.28,6799.13,0.005139,2023-04-09,2023-04-11,2,False,clean,clean
DUP-00886,fb2735c6-f7fe-4f3d-90b4-c092d414b06e,01e54792-97bd-4f65-b1cb-2db1793ff5cb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6764.28,6762.37,0.000282,2023-04-09,2023-04-14,5,False,clean,clean
DUP-00887,f0f4363b-20af-4605-a126-f90df0ac0e44,a7ccd8eb-d47d-4f5c-a33a-35bed2e43f22,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4838.67,4860.08,0.004415,2023-04-09,2023-04-13,4,False,clean,clean
DUP-00888,cb600fa7-1e0b-4ea5-970e-4f99a96eea08,344a80a9-f62d-4429-8360-925ce6b17f9b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3836.15,3870.28,0.008858,2023-04-11,2023-04-15,4,False,clean,clean
DUP-00889,07170ed1-077e-4649-b0e2-f0d9a58b9d3c,01e54792-97bd-4f65-b1cb-2db1793ff5cb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6799.13,6762.37,0.005421,2023-04-11,2023-04-14,3,False,clean,clean
DUP-00890,0fc89a7a-9a1e-4cad-a7df-7a94dd8f1d82,53c1186a-4af9-40cf-8a95-2ea902b2a799,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,21031.26,21141.31,0.005219,2023-04-11,2023-04-16,5,False,clean,clean
DUP-00891,b87a4601-8bc9-4f2a-a153-a55eddf1c402,4f7cc873-ce1c-4769-b6ca-0917bb1eccc7,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11130.96,11108.97,0.001978,2023-04-12,2023-04-18,6,False,clean,clean
